idx	name	localDegree	globalDegree	pValueRaw	pValueFDR	pValueBonferroni
1649	NPM1	2	25	0.168050161853119	0.329711530816626	1
2025	TAF1B	2	25	0.168050161853119	0.329711530816626	1
2026	TAF1C	2	25	0.168050161853119	0.329711530816626	1
1303	AHR	2	25	0.168050161853119	0.329711530816626	1
104	SH2B2	2	25	0.168050161853119	0.329711530816626	1
5771	CD19	2	25	0.168050161853119	0.329711530816626	1
122	NFATC1	2	25	0.168050161853119	0.329711530816626	1
850	MAP2K1	3	48	0.168728252966375	0.329711530816626	1
2584	SIN3B	3	48	0.168728252966375	0.329711530816626	1
1596	EPOR	3	48	0.168728252966375	0.329711530816626	1
1320	RBBP4	4	73	0.169517043863221	0.329711530816626	1
3931	NUP210	4	73	0.169517043863221	0.329711530816626	1
2606	NFKB1	6	126	0.16966097830138	0.329711530816626	1
23	TYK2	5	100	0.174083708882726	0.334148447105062	1
2316	PSMD10	4	74	0.175341981471451	0.334148447105062	1
3098	NUP54	4	74	0.175341981471451	0.334148447105062	1
3204	RAE1	4	74	0.175341981471451	0.334148447105062	1
5376	PCM1	4	74	0.175341981471451	0.334148447105062	1
5254	MCM2	3	49	0.176069188026276	0.334148447105062	1
1475	GEMIN4	3	49	0.176069188026276	0.334148447105062	1
2091	SIP1	3	49	0.176069188026276	0.334148447105062	1
172	MAPK3	6	128	0.178363801827637	0.334148447105062	1
489	TAF1A	2	26	0.178697198200999	0.334148447105062	1
1846	HIPK2	2	26	0.178697198200999	0.334148447105062	1
148	SPI1	2	26	0.178697198200999	0.334148447105062	1
1301	SUV39H1	2	26	0.178697198200999	0.334148447105062	1
5019	GSN	2	26	0.178697198200999	0.334148447105062	1
3887	SNAPC5	2	26	0.178697198200999	0.334148447105062	1
7719	IL18	2	26	0.178697198200999	0.334148447105062	1
874	APOE	2	26	0.178697198200999	0.334148447105062	1
1216	TRIM24	2	26	0.178697198200999	0.334148447105062	1
858	SMAD9	5	101	0.179061611789484	0.334148447105062	1
306	POLA1	3	50	0.183497430220692	0.341711289680286	1
4739	CDC25A	2	27	0.189444089412398	0.350589476671907	1
482	RRAS2	2	27	0.189444089412398	0.350589476671907	1
3012	HSPG2	2	27	0.189444089412398	0.350589476671907	1
1365	UBE3A	3	51	0.191007601556957	0.352751098527548	1
71	MAPK8	6	131	0.191747669170282	0.353386200206388	1
5736	CEP70	4	77	0.193212977223658	0.35535252718248	1
252	PIAS1	3	52	0.198594382340396	0.361631407041161	1
1651	CD3G	3	52	0.198594382340396	0.361631407041161	1
1347	HDAC2	5	105	0.199489200342943	0.361631407041161	1
57	ERBB4	2	28	0.200275689549702	0.361631407041161	1
2322	NCL	2	28	0.200275689549702	0.361631407041161	1
3404	CCNA2	2	28	0.200275689549702	0.361631407041161	1
4208	CEBPA	2	28	0.200275689549702	0.361631407041161	1
2775	MAP2K6	2	28	0.200275689549702	0.361631407041161	1
1950	EXOSC6	2	28	0.200275689549702	0.361631407041161	1
2578	SAP30	3	53	0.206252517735979	0.36869187539177	1
113	INPP5D	3	53	0.206252517735979	0.36869187539177	1
98	GRAP2	3	53	0.206252517735979	0.36869187539177	1
1633	CD3D	3	53	0.206252517735979	0.36869187539177	1
18	DDX20	3	53	0.206252517735979	0.36869187539177	1
2010	TSG101	2	29	0.211177655214099	0.370079505797596	1
1810	TRAM2	2	29	0.211177655214099	0.370079505797596	1
7121	ALDH1A1	2	29	0.211177655214099	0.370079505797596	1
7701	EPO	2	29	0.211177655214099	0.370079505797596	1
1721	BANF1	2	29	0.211177655214099	0.370079505797596	1
566	PLAU	2	29	0.211177655214099	0.370079505797596	1
2430	SMPD1	2	29	0.211177655214099	0.370079505797596	1
2992	PIAS3	2	29	0.211177655214099	0.370079505797596	1
2407	ITGA3	2	29	0.211177655214099	0.370079505797596	1
2590	ABCA1	2	29	0.211177655214099	0.370079505797596	1
5358	MAGEA11	3	54	0.21397682374081	0.372787747610942	1
499	HGS	3	54	0.21397682374081	0.372787747610942	1
1921	BMPR1B	3	54	0.21397682374081	0.372787747610942	1
703	CSNK1E	4	81	0.217868199360343	0.378827356392642	1
973	TUBA4A	5	109	0.220668522154537	0.381049382995177	1
832	CASP7	3	55	0.221762192600678	0.381049382995177	1
2721	DOK2	2	30	0.222136411611538	0.381049382995177	1
7611	TFDP1	2	30	0.222136411611538	0.381049382995177	1
3432	STUB1	2	30	0.222136411611538	0.381049382995177	1
2996	CD79B	2	30	0.222136411611538	0.381049382995177	1
283	SUFU	2	30	0.222136411611538	0.381049382995177	1
1735	RAF1	5	110	0.226069055119377	0.387051050223579	1
1797	TAF9	3	56	0.229603597702377	0.390902434138592	1
2918	IL12RB2	3	56	0.229603597702377	0.390902434138592	1
448	RXRA	4	83	0.230503327574678	0.390902434138592	1
1947	SFN	2	31	0.233139119912254	0.390902434138592	1
2418	EPS15	2	31	0.233139119912254	0.390902434138592	1
3421	RAD51	2	31	0.233139119912254	0.390902434138592	1
1044	GRIN2D	2	31	0.233139119912254	0.390902434138592	1
4203	ATF2	2	31	0.233139119912254	0.390902434138592	1
6071	GNAO1	2	31	0.233139119912254	0.390902434138592	1
1828	PTPN12	2	31	0.233139119912254	0.390902434138592	1
6078	IL6	2	31	0.233139119912254	0.390902434138592	1
202	CREBBP	8	199	0.236465197989072	0.395735378248128	1
1647	HD	3	57	0.237496097971986	0.396716328447587	1
3524	BRCA1	5	113	0.242498890945113	0.40185035443701	1
540	PLD2	2	32	0.244173645857466	0.40185035443701	1
1924	MAP4K1	2	32	0.244173645857466	0.40185035443701	1
759	RBL2	2	32	0.244173645857466	0.40185035443701	1
88	KITLG	2	32	0.244173645857466	0.40185035443701	1
1547	RET	2	32	0.244173645857466	0.40185035443701	1
2145	SH3GL3	2	32	0.244173645857466	0.40185035443701	1
4534	USHBP1	2	32	0.244173645857466	0.40185035443701	1
78	HSPA8	3	58	0.245434841807853	0.403182097408112	1
1662	SFRS1	6	143	0.248719946122904	0.407827558716233	1
1727	NUP62	4	86	0.249781963095076	0.408817451524418	1
1954	CDC2	8	203	0.252904997964861	0.410945574684203	1
6559	IL12A	3	59	0.253415070575701	0.410945574684203	1
4749	IGF1R	3	59	0.253415070575701	0.410945574684203	1
1690	MXD1	2	33	0.25522852956844	0.410945574684203	1
2679	CDC7	2	33	0.25522852956844	0.410945574684203	1
969	APEX1	2	33	0.25522852956844	0.410945574684203	1
773	PTMA	2	33	0.25522852956844	0.410945574684203	1
2434	NEDD4	2	33	0.25522852956844	0.410945574684203	1
1045	GNA13	2	33	0.25522852956844	0.410945574684203	1
911	CSNK2A1	7	174	0.256285631813741	0.411904114554696	1
103	LCK	6	145	0.258665448146103	0.414981258536554	1
595	JAK1	5	116	0.259237486480706	0.41515231228149	1
3915	PML	3	60	0.261432121691905	0.417168966993165	1
2084	NXF1	3	60	0.261432121691905	0.417168966993165	1
25	VAV1	4	88	0.262821760416763	0.41863751837813	1
2481	RANBP2	6	146	0.263678212456178	0.41893001271795	1
276	PRKCD	5	117	0.264878164879884	0.41893001271795	1
1642	BCR	2	34	0.266292956514661	0.41893001271795	1
4702	RBL1	2	34	0.266292956514661	0.41893001271795	1
2056	CASP10	2	34	0.266292956514661	0.41893001271795	1
7717	IGHE	2	34	0.266292956514661	0.41893001271795	1
2226	DLG3	2	34	0.266292956514661	0.41893001271795	1
201	AR	6	147	0.268716172414618	0.421714801293396	1
1381	CSK	3	61	0.269481431319771	0.421714801293396	1
220	NCOA1	3	61	0.269481431319771	0.421714801293396	1
625	EIF2AK2	2	35	0.277356729599348	0.431766497037728	1
1699	ZHX1	2	35	0.277356729599348	0.431766497037728	1
5777	CD79A	2	35	0.277356729599348	0.431766497037728	1
19	CD4	5	120	0.281961332668979	0.438169875854929	1
626	PTPN1	3	63	0.285659078154833	0.442030818129219	1
429	KPNB1	3	63	0.285659078154833	0.442030818129219	1
2520	CDC45L	2	36	0.288410242321979	0.442030818129219	1
2148	UTP14A	2	36	0.288410242321979	0.442030818129219	1
687	NCOA6	2	36	0.288410242321979	0.442030818129219	1
724	DLG2	2	36	0.288410242321979	0.442030818129219	1
455	GADD45G	2	36	0.288410242321979	0.442030818129219	1
4353	GTF3C1	2	36	0.288410242321979	0.442030818129219	1
1294	PAFAH1B1	6	151	0.289097743007432	0.442324505596277	1
1602	FASLG	3	64	0.293778800736137	0.447185478253642	1
4656	IL2RA	3	64	0.293778800736137	0.447185478253642	1
6556	GFI1B	3	64	0.293778800736137	0.447185478253642	1
2946	BIRC5	4	93	0.29593085093546	0.448929114004134	1
2822	C1orf103	4	93	0.29593085093546	0.448929114004134	1
4803	FCER1A	2	37	0.299444452978925	0.451189952799326	1
142	PLCG2	2	37	0.299444452978925	0.451189952799326	1
7361	MAP3K1	2	37	0.299444452978925	0.451189952799326	1
5960	MYOC	2	37	0.299444452978925	0.451189952799326	1
1648	IL2RB	3	65	0.301913555622922	0.453378605413546	1
79	GTF2B	3	65	0.301913555622922	0.453378605413546	1
2966	PPP2R1A	4	94	0.302620516818751	0.453676472272817	1
1404	AP2A1	2	38	0.310450859864571	0.459869473015249	1
2018	AURKA	2	38	0.310450859864571	0.459869473015249	1
431	JUP	2	38	0.310450859864571	0.459869473015249	1
173	KHDRBS1	2	38	0.310450859864571	0.459869473015249	1
508	GNAQ	2	38	0.310450859864571	0.459869473015249	1
957	PRMT5	2	38	0.310450859864571	0.459869473015249	1
4748	ACTN2	2	38	0.310450859864571	0.459869473015249	1
82	LYN	5	125	0.310875888148201	0.459869473015249	1
474	GTF2H1	4	96	0.316048763902647	0.466747512253578	1
264	MAPK14	5	126	0.316711215001375	0.466952733522689	1
2154	KIAA1377	3	67	0.318212103904104	0.468391413667427	1
4176	MMP9	2	39	0.321421477436693	0.470784824094467	1
6362	TAF4B	2	39	0.321421477436693	0.470784824094467	1
758	HSPA5	2	39	0.321421477436693	0.470784824094467	1
2425	CDK9	3	68	0.326368138787264	0.476465433385007	1
1645	JAK3	3	68	0.326368138787264	0.476465433385007	1
3569	CTNNB1	6	159	0.330733520048965	0.480478349372192	1
392	KPNA2	2	40	0.332348813411035	0.480478349372192	1
393	KPNA1	2	40	0.332348813411035	0.480478349372192	1
1652	MS4A2	2	40	0.332348813411035	0.480478349372192	1
1783	GTF2A2	2	40	0.332348813411035	0.480478349372192	1
2636	TAF13	2	40	0.332348813411035	0.480478349372192	1
997	NEK2	5	129	0.334294687464019	0.482509484171367	1
2049	COPS6	3	70	0.342675150430703	0.490636947599609	1
465	CAMK2A	2	41	0.343225846751296	0.490636947599609	1
1375	ADRBK1	2	41	0.343225846751296	0.490636947599609	1
2701	FOXA2	2	41	0.343225846751296	0.490636947599609	1
1447	TGFB1	2	41	0.343225846751296	0.490636947599609	1
1402	PAK2	2	41	0.343225846751296	0.490636947599609	1
3854	SFRS7	5	131	0.34606676766961	0.493906490818067	1
1069	TUBB	4	101	0.349799309907991	0.498436077376882	1
5963	SUMO4	3	71	0.35081902265178	0.499091815319598	1
4287	CLASP1	5	132	0.351963375579741	0.499922501619633	1
568	MYOD1	2	42	0.354046006521912	0.500489758823368	1
1807	TAF5	2	42	0.354046006521912	0.500489758823368	1
6636	GTF2E1	2	42	0.354046006521912	0.500489758823368	1
1316	MNAT1	4	102	0.356562848047705	0.503250095662267	1
3451	NDE1	5	133	0.357865128977639	0.504290197548268	1
3659	CAPN1	2	43	0.364803151572122	0.508444392503645	1
6178	UGDH	2	43	0.364803151572122	0.508444392503645	1
3380	MBP	2	43	0.364803151572122	0.508444392503645	1
5077	FCER1G	2	43	0.364803151572122	0.508444392503645	1
1787	TAF6	2	43	0.364803151572122	0.508444392503645	1
2541	TAF12	2	43	0.364803151572122	0.508444392503645	1
218	NRIP1	2	43	0.364803151572122	0.508444392503645	1
935	XRCC6	3	73	0.367070555144568	0.510010802475007	1
1269	RAN	3	73	0.367070555144568	0.510010802475007	1
168	CASP3	5	135	0.369678479738537	0.511017555390698	1
3502	CKAP5	5	135	0.369678479738537	0.511017555390698	1
1894	YWHAE	5	135	0.369678479738537	0.511017555390698	1
3542	EIF4E	4	104	0.370086704912994	0.511017555390698	1
3764	MAPT	2	44	0.375491551020938	0.516215556147359	1
1784	GTF2A1	2	44	0.375491551020938	0.516215556147359	1
709	MAPRE1	5	136	0.375587327286588	0.516215556147359	1
244	UBE2I	4	105	0.37684304172765	0.517144604955482	1
1341	TRAF2	6	168	0.378384802174717	0.518462739692547	1
972	CD247	3	75	0.38325247438367	0.524327004831646	1
221	EP300	7	201	0.38455116710828	0.525298072068278	1
1376	TAF11	2	45	0.386105865513679	0.525811346623209	1
378	FEZ1	2	45	0.386105865513679	0.525811346623209	1
1050	GRIN1	2	46	0.396641129221769	0.538514288075826	1
2540	TAF10	2	46	0.396641129221769	0.538514288075826	1
1374	ZBTB16	3	77	0.399340681390125	0.541355452583574	1
7435	NUP85	5	141	0.405100052856135	0.548329661832583	1
1774	TAF4	2	47	0.407092732558474	0.550191996124483	1
5370	SAT1	2	48	0.417456405584217	0.561645722143472	1
1462	COIL	2	48	0.417456405584217	0.561645722143472	1
5785	HGF	2	48	0.417456405584217	0.561645722143472	1
118	INS	3	80	0.42324870404396	0.568581090372308	1
763	HDAC1	6	177	0.426174299792666	0.571158018341066	1
3561	GNAI2	2	49	0.427728202076045	0.571158018341066	1
2179	CDK5	2	49	0.427728202076045	0.571158018341066	1
731	DNM1	2	49	0.427728202076045	0.571158018341066	1
2799	SNRPD2	5	145	0.428596294776488	0.571461726368651	1
2080	U2AF2	5	146	0.434444453724017	0.57839470555496	1
3752	FAS	2	50	0.437904484236684	0.579282968008018	1
5302	MAX	2	50	0.437904484236684	0.579282968008018	1
1267	CSNK1A1	2	50	0.437904484236684	0.579282968008018	1
4197	CSNK2B	2	50	0.437904484236684	0.579282968008018	1
1658	IRS1	3	82	0.439008168580067	0.579282968008018	1
733	ARNT	3	82	0.439008168580067	0.579282968008018	1
1099	APP	3	83	0.446827100117769	0.58592355125135	1
2240	IL2RG	3	83	0.446827100117769	0.58592355125135	1
329	ATN1	3	83	0.446827100117769	0.58592355125135	1
4151	POLR2F	6	181	0.447277562609643	0.58592355125135	1
1315	CTBP1	2	51	0.44798190801953	0.58592355125135	1
96	DOK1	2	51	0.44798190801953	0.58592355125135	1
4815	ARF1	2	52	0.457957409046696	0.597219311212942	1
4979	POU2F1	2	52	0.457957409046696	0.597219311212942	1
1809	POLR2E	6	184	0.463001124887172	0.602628954759795	1
1087	TRAF6	4	118	0.46345679704621	0.602628954759795	1
806	SOCS3	2	53	0.467828189098096	0.606169270729882	1
275	PRKCE	2	53	0.467828189098096	0.606169270729882	1
5303	POLR2L	6	185	0.468218192301445	0.606169270729882	1
181	GAB2	2	54	0.4775917031503	0.615697051352885	1
1006	PRKCZ	3	87	0.477648385130265	0.615697051352885	1
2821	INSR	3	87	0.477648385130265	0.615697051352885	1
4672	FN1	3	88	0.485230501296624	0.622669222169922	1
4931	NCBP1	5	155	0.486380352085156	0.622669222169922	1
4825	ARRB2	2	55	0.487245646944625	0.622669222169922	1
2865	HLA-A	2	55	0.487245646944625	0.622669222169922	1
7637	VAMP2	2	55	0.487245646944625	0.622669222169922	1
1867	BMPR2	2	55	0.487245646944625	0.622669222169922	1
861	LRP1	2	56	0.496787945064708	0.633955432042518	1
6346	ERCC3	3	90	0.500234704662845	0.637441937941796	1
3202	ACVR1	2	57	0.506216739504444	0.64414455297855	1
4737	POLR2H	6	193	0.509411944055755	0.647286971649193	1
3503	POLR2K	6	194	0.514482722459127	0.65119223304771	1
7199	CPSF2	4	126	0.514675475671116	0.65119223304771	1
457	YWHAB	4	126	0.514675475671116	0.65119223304771	1
4842	CREB1	2	58	0.515530378707894	0.651349996894392	1
197	GTF2F2	5	161	0.520070541387391	0.654455523695549	1
2090	SFRS11	4	127	0.520923118636592	0.654455523695549	1
7200	CPSF3	4	127	0.520923118636592	0.654455523695549	1
7233	DHX38	4	127	0.520923118636592	0.654455523695549	1
3959	PSMA3	3	93	0.52231803106705	0.654624960979805	1
1009	TERT	2	59	0.524727407063409	0.654624960979805	1
394	DAXX	2	59	0.524727407063409	0.654624960979805	1
4621	HCK	2	59	0.524727407063409	0.654624960979805	1
5770	PSEN1	2	59	0.524727407063409	0.654624960979805	1
4313	CDC40	4	128	0.527132828688427	0.655791468884347	1
7558	SFRS6	4	128	0.527132828688427	0.655791468884347	1
841	PPP1CC	3	94	0.529560806262049	0.65789448354561	1
6837	MAGOH	4	129	0.533303649207608	0.661327009600941	1
2338	B2M	2	60	0.53380655483484	0.661327009600941	1
3833	RBM8A	4	130	0.539434662650956	0.667372703307424	1
654	PDPK1	2	61	0.542766728513317	0.669637512909929	1
4575	POLA2	2	61	0.542766728513317	0.669637512909929	1
4922	SFRS5	4	131	0.545524990051943	0.671183849829425	1
7630	UPF3B	4	131	0.545524990051943	0.671183849829425	1
2568	SFRS9	4	132	0.551573790504199	0.674942997810319	1
4293	SRRM1	4	132	0.551573790504199	0.674942997810319	1
6551	U2AF1	4	132	0.551573790504199	0.674942997810319	1
418	RBX1	2	62	0.55160700157368	0.674942997810319	1
4729	CPSF1	4	133	0.557580260629053	0.680785694206002	1
1790	CCNH	3	98	0.557908455677789	0.680785694206002	1
216	SUMO1	2	63	0.5603266056202	0.680941869500297	1
449	NCOR2	2	63	0.5603266056202	0.680941869500297	1
1994	IKBKG	2	63	0.5603266056202	0.680941869500297	1
3830	SFRS4	4	134	0.563543634028422	0.683919621161024	1
298	ZAP70	2	64	0.568924921906782	0.68951226948485	1
1823	CDK7	3	100	0.571694067040413	0.691928233107257	1
2567	SFRS3	4	136	0.575338206586045	0.69257986541802	1
3984	RNPS1	4	136	0.575338206586045	0.69257986541802	1
7434	NUP43	4	136	0.575338206586045	0.69257986541802	1
491	RAC1	4	136	0.575338206586045	0.69257986541802	1
2057	RIPK1	2	65	0.577401473217381	0.694126838423051	1
3201	NUP133	4	137	0.581168052746696	0.695841480604098	1
4658	NUP37	4	137	0.581168052746696	0.695841480604098	1
7431	NUP160	4	137	0.581168052746696	0.695841480604098	1
372	ITGAV	2	66	0.585755916092849	0.699456863661073	1
7311	HADH	2	66	0.585755916092849	0.699456863661073	1
2083	SFRS2	4	138	0.586952095009321	0.699948220251757	1
1466	SNRPD1	4	139	0.592689743244591	0.705846797028271	1
207	SMAD4	6	211	0.597217447460633	0.709870533142958	1
3249	SNRPF	4	140	0.598380440780564	0.709870533142958	1
29	SYK	3	104	0.598455875474781	0.709870533142958	1
530	GNB2L1	2	68	0.602097727166834	0.713241929127245	1
2472	ATXN1	4	142	0.609618920645795	0.721193736360808	1
3890	AURKB	3	106	0.61142188548388	0.722368638214067	1
1465	SNRPD3	4	143	0.615165751336626	0.725830489672315	1
2507	PRPF6	3	109	0.630341500647569	0.74275378940242	1
5444	SNRPG	4	146	0.631511546705121	0.743150791109456	1
5086	CDC27	2	72	0.633314106811008	0.743310767467656	1
1110	TNF	2	72	0.633314106811008	0.743310767467656	1
5128	ATP5C1	3	110	0.63650547966149	0.745095653357019	1
5398	NHP2L1	3	110	0.63650547966149	0.745095653357019	1
5481	NUDT21	3	111	0.642597745351728	0.751241400856804	1
1468	CSNK2A2	2	74	0.648192874131279	0.755801364346537	1
2882	EIF2S2	2	74	0.648192874131279	0.755801364346537	1
2854	NCBP2	4	150	0.65260533208556	0.759302274774633	1
5352	RBMX	3	113	0.654566420657891	0.759302274774633	1
416	GSK3B	2	75	0.655451515220255	0.759302274774633	1
7648	ZW10	2	75	0.655451515220255	0.759302274774633	1
176	UNC119	2	75	0.655451515220255	0.759302274774633	1
6107	SNRPB	4	151	0.657751773672216	0.76097870572713	1
1293	YWHAQ	2	76	0.662590482337636	0.764593415582369	1
3480	UBE2D1	2	76	0.662590482337636	0.764593415582369	1
7477	POLR2I	4	153	0.667890728234075	0.769713862512655	1
3962	PSMC3	2	77	0.66961047702957	0.770700058723066	1
5728	CCDC85B	3	116	0.671978241822442	0.772428597558787	1
5843	PSMB5	2	78	0.676512263959974	0.774159344785468	1
1818	CUL1	2	78	0.676512263959974	0.774159344785468	1
3390	CDK2	4	155	0.677823372508353	0.774159344785468	1
3649	POLR2J	4	155	0.677823372508353	0.774159344785468	1
4799	POLR2B	4	155	0.677823372508353	0.774159344785468	1
1804	CALM1	4	156	0.682712016063659	0.777424268622409	1
4570	POLR2D	4	156	0.682712016063659	0.777424268622409	1
7552	SEC13	2	79	0.683296666591893	0.777424268622409	1
1788	GTF2F1	4	157	0.68754875353766	0.781025875959636	1
772	RPA1	2	80	0.689964563067481	0.781025875959636	1
151	SETDB1	2	80	0.689964563067481	0.781025875959636	1
5795	PSMC2	2	80	0.689964563067481	0.781025875959636	1
4469	POLR2G	4	158	0.692333522426773	0.782714197724565	1
4019	CDCA8	2	82	0.702954600121172	0.792712393562687	1
4730	SKIL	2	82	0.702954600121172	0.792712393562687	1
615	YBX1	3	122	0.704855009795715	0.793851854466892	1
3275	RANGAP1	2	84	0.715490349046785	0.803800240994625	1
1354	PSMC5	2	84	0.715490349046785	0.803800240994625	1
28	TGFBR1	4	164	0.719949925614054	0.805580422769966	1
4332	POLR2C	4	164	0.719949925614054	0.805580422769966	1
1334	NDC80	2	85	0.721590535642604	0.805580422769966	1
1786	GTF2H4	2	85	0.721590535642604	0.805580422769966	1
6638	GTF2H3	2	85	0.721590535642604	0.805580422769966	1
226	DHX9	3	126	0.725343229982971	0.808757701431013	1
4018	INCENP	2	86	0.72758042557091	0.809229101757172	1
6353	GTF2H2	2	86	0.72758042557091	0.809229101757172	1
4720	ERCC2	2	88	0.739233985932631	0.821166519865388	1
6578	ACTA1	2	89	0.744900058914621	0.826431408646569	1
833	CASP8	2	91	0.755916971773536	0.837612346362725	1
3119	UBQLN4	3	134	0.762973380645887	0.842041456376351	1
7144	ATP5D	2	93	0.766522043248427	0.842041456376351	1
7145	ATP5E	2	93	0.766522043248427	0.842041456376351	1
7146	ATP5F1	2	93	0.766522043248427	0.842041456376351	1
7147	ATP5G1	2	93	0.766522043248427	0.842041456376351	1
7148	ATP5I	2	93	0.766522043248427	0.842041456376351	1
7151	ATP5O	2	93	0.766522043248427	0.842041456376351	1
7247	EEF2	2	94	0.771673374487262	0.843544914267938	1
3749	RPL11	2	94	0.771673374487262	0.843544914267938	1
6328	ATP5H	2	94	0.771673374487262	0.843544914267938	1
7150	ATP5L	2	94	0.771673374487262	0.843544914267938	1
7149	ATP5J	2	95	0.776725654906272	0.847756374911252	1
210	SMAD2	4	179	0.780901550503423	0.847756374911252	1
5465	PSMD11	2	96	0.78168021176687	0.847756374911252	1
1273	XPO1	3	140	0.788375889852397	0.847756374911252	1
6771	ATP5A1	2	98	0.791301504158898	0.847756374911252	1
4481	ACTB	2	99	0.795970929653815	0.847756374911252	1
253	RPL18A	2	99	0.795970929653815	0.847756374911252	1
6038	ATP5B	2	100	0.80054800848266	0.847756374911252	1
7588	SNRNP70	2	100	0.80054800848266	0.847756374911252	1
1836	POLR2A	4	187	0.808860827298371	0.847756374911252	1
7078	AASS	2	103	0.813738704638071	0.847756374911252	1
2853	SNRPA1	2	103	0.813738704638071	0.847756374911252	1
5331	SNRPA	2	103	0.813738704638071	0.847756374911252	1
5748	CLP1	2	103	0.813738704638071	0.847756374911252	1
7201	CPSF7	2	103	0.813738704638071	0.847756374911252	1
7207	CSTF3	2	103	0.813738704638071	0.847756374911252	1
7227	DDX23	2	103	0.813738704638071	0.847756374911252	1
7237	DNAJC8	2	103	0.813738704638071	0.847756374911252	1
7322	HNRNPA0	2	103	0.813738704638071	0.847756374911252	1
7323	HNRNPA1	2	103	0.813738704638071	0.847756374911252	1
7324	HNRNPA2B1	2	103	0.813738704638071	0.847756374911252	1
7325	HNRNPA3	2	103	0.813738704638071	0.847756374911252	1
7327	HNRNPD	2	103	0.813738704638071	0.847756374911252	1
7328	HNRNPF	2	103	0.813738704638071	0.847756374911252	1
7329	HNRNPH1	2	103	0.813738704638071	0.847756374911252	1
7330	HNRNPH2	2	103	0.813738704638071	0.847756374911252	1
7331	HNRNPL	2	103	0.813738704638071	0.847756374911252	1
7332	HNRNPM	2	103	0.813738704638071	0.847756374911252	1
7333	HNRNPR	2	103	0.813738704638071	0.847756374911252	1
7334	HNRNPU	2	103	0.813738704638071	0.847756374911252	1
7335	HNRNPUL1	2	103	0.813738704638071	0.847756374911252	1
7446	PCF11	2	103	0.813738704638071	0.847756374911252	1
7459	PHF5A	2	103	0.813738704638071	0.847756374911252	1
7555	SF3B14	2	103	0.813738704638071	0.847756374911252	1
7556	SF3B5	2	103	0.813738704638071	0.847756374911252	1
7557	SF4	2	103	0.813738704638071	0.847756374911252	1
7586	SNRNP200	2	103	0.813738704638071	0.847756374911252	1
7587	SNRNP40	2	103	0.813738704638071	0.847756374911252	1
6329	ATP5J2	2	104	0.81795993658245	0.847756374911252	1
5496	RBM5	2	104	0.81795993658245	0.847756374911252	1
7487	PRPF8	2	104	0.81795993658245	0.847756374911252	1
2695	RPL5	2	105	0.822095587778289	0.847756374911252	1
2087	SF3A3	2	105	0.822095587778289	0.847756374911252	1
2424	SNRPB2	2	105	0.822095587778289	0.847756374911252	1
2473	TXNL4A	2	105	0.822095587778289	0.847756374911252	1
2816	CSTF1	2	105	0.822095587778289	0.847756374911252	1
3365	CCAR1	2	105	0.822095587778289	0.847756374911252	1
4595	SF3B2	2	105	0.822095587778289	0.847756374911252	1
6192	EFTUD2	2	105	0.822095587778289	0.847756374911252	1
1486	PAPOLA	2	106	0.826147005130104	0.848989779465498	1
1691	CD2BP2	2	106	0.826147005130104	0.848989779465498	1
2422	SF3A2	2	106	0.826147005130104	0.848989779465498	1
1766	SF3A1	2	107	0.830115531036522	0.849154878078644	1
3059	PRPF4	2	107	0.830115531036522	0.849154878078644	1
3517	PABPN1	2	107	0.830115531036522	0.849154878078644	1
7326	HNRNPC	2	107	0.830115531036522	0.849154878078644	1
4297	SF3B3	2	108	0.834002502480785	0.852153759693998	1
2988	PCBP2	2	109	0.837809250178602	0.855063902928276	1
4468	SF3B4	2	110	0.841537097780771	0.857886961394797	1
665	SF3B1	2	111	0.845187361128093	0.860624573203492	1
3964	PTBP1	2	113	0.85226035524807	0.865849928110796	1
439	VIM	2	113	0.85226035524807	0.865849928110796	1
3919	RPS7	2	115	0.859038577822236	0.870752740247085	1
287	SMAD1	2	115	0.859038577822236	0.870752740247085	1
2815	CSTF2	2	117	0.865532209448699	0.876339081530352	1
2801	LSM2	2	118	0.868675436084772	0.878524363931538	1
3442	SMC1A	2	121	0.877705505480484	0.886651541210183	1
3825	PCBP1	2	122	0.88058634707523	0.888555454288581	1
677	RPS3A	2	124	0.886161358114687	0.89317054399808	1
683	BUB3	2	134	0.910596051541953	0.916762616225081	1
2675	BUB1B	2	138	0.918923494761648	0.924103446817801	1
4732	MAD2L1	2	139	0.920888734702681	0.925036882156297	1
1684	CDC20	2	142	0.926519520852893	0.928601587191889	1
4003	EEF1G	2	142	0.926519520852893	0.928601587191889	1
4955	EEF1A1	2	168	0.961736895547538	0.962816286002698	1
6187	RPS27	2	186	0.975923212389053	0.975923212389053	1
